WORLD:

Rows: 20
Columns: 80
Log Rows: 10
Log Columns: 100
Turn: 73

ORGANISM:

Wolf (11, 13): Age - 72, Strength - 9
Dandelion (15, 38): Was created
Dandelion (16, 38): Spread to (15, 38)
Dandelion (14, 39): Was created
Dandelion (15, 39): Spread to (14, 39)
Dandelion (17, 35): Was created
Dandelion (17, 36): Spread to (17, 35)
-- Turn 14 --
Fox (3, 15): Moved to (2, 15)
Wolf (13, 12): Moved to (14, 12)
Sheep (1, 5): Moved to (2, 5)
Sheep (1, 2): Moved to (2, 2)
Antelope (8, 2): Moved to (10, 2)
Dandelion (18, 41): Was created
Dandelion (18, 40): Spread to (18, 41)
Hogweed (18, 23): Was created
Hogweed (19, 23): Spread to (18, 23)
Dandelion (17, 34): Was created
Dandelion (17, 35): Spread to (17, 34)
-- Turn 15 --
Fox (2, 15): Moved to (1, 15)
Wolf (14, 12): Moved to (14, 13)
Sheep (2, 5): Moved to (2, 6)
Sheep (2, 2): Moved to (2, 3)
Antelope (10, 2): Moved to (10, 4)
Turtle (1, 12): Moved to (1, 13)
Grass (10, 49): Was created
Grass (10, 50): Spread to (10, 49)
Grass (11, 51): Was created
Grass (11, 50): Spread to (11, 51)
Dandelion (15, 37): Was created
Dandelion (16, 37): Spread to (15, 37)
Dandelion (19, 35): Was created
Dandelion (19, 36): Spread to (19, 35)
Dandelion (19, 42): Was created
Dandelion (19, 41): Spread to (19, 42)
Dandelion (15, 36): Was created
Dandelion (16, 36): Spread to (15, 36)
Dandelion (14, 38): Was created
Dandelion (15, 38): Spread to (14, 38)
Dandelion (16, 34): Was created
Dandelion (17, 34): Spread to (16, 34)
-- Turn 16 --
Fox (1, 15): Moved to (1, 16)
Wolf (14, 13): Moved to (15, 13)
Sheep (2, 6): Moved to (2, 7)
Sheep (2, 3): Moved to (2, 2)
Antelope (10, 4): Moved to (10, 6)
Grass (12, 50): Was created
Grass (11, 50): Spread to (12, 50)
Dandelion (15, 40): Was created
Dandelion (15, 39): Spread to (15, 40)
Dandelion (17, 33): Was created
Dandelion (17, 34): Spread to (17, 33)
Dandelion (16, 33): Was created
Dandelion (16, 34): Spread to (16, 33)
-- Turn 17 --
Fox (1, 16): Moved to (1, 15)
Wolf (15, 13): Moved to (16, 13)
Sheep (2, 7): Moved to (2, 8)
Sheep (2, 2): Moved to (2, 1)
Antelope (10, 6): Moved to (8, 6)
Deadly Nightshade (19, 19): Was created
Deadly Nightshade (19, 20): Spread to (19, 19)
Dandelion (17, 40): Was created
Dandelion (18, 40): Spread to (17, 40)
Guarana (3, 41): Was created
Guarana (2, 41): Spread to (3, 41)
Hogweed (19, 22): Was created
Hogweed (19, 23): Spread to (19, 22)
Dandelion (16, 41): Was created
Dandelion (16, 40): Spread to (16, 41)
Dandelion (16, 35): Was created
Dandelion (16, 36): Spread to (16, 35)
Dandelion (14, 40): Was created
Dandelion (14, 39): Spread to (14, 40)
Dandelion (19, 34): Was created
Dandelion (19, 35): Spread to (19, 34)
Dandelion (15, 41): Was created
Dandelion (15, 40): Spread to (15, 41)
-- Turn 18 --
Fox (1, 15): Moved to (2, 15)
Wolf (16, 13): Moved to (16, 12)
Sheep (2, 8): Moved to (2, 7)
Sheep (2, 1): Moved to (3, 1)
Antelope (8, 6): Moved to (10, 6)
Turtle (1, 13): Moved to (1, 14)
Dandelion (13, 39): Was created
Dandelion (14, 39): Spread to (13, 39)
Dandelion (18, 34): Was created
Dandelion (17, 34): Spread to (18, 34)
Grass (11, 52): Was created
Grass (11, 51): Spread to (11, 52)
Dandelion (14, 37): Was created
Dandelion (15, 37): Spread to (14, 37)
Dandelion (18, 33): Was created
Dandelion (17, 33): Spread to (18, 33)
Dandelion (17, 41): Was created
Dandelion (17, 40): Spread to (17, 41)
Dandelion (16, 42): Was created
Dandelion (16, 41): Spread to (16, 42)
-- Turn 19 --
Fox (2, 15): Moved to (2, 14)
Wolf (16, 12): Moved to (15, 12)
Sheep (2, 7): Moved to (2, 6)
Sheep (3, 1): Moved to (4, 1)
Antelope (10, 6): Moved to (12, 6)
Guarana (1, 42): Was created
Guarana (1, 41): Spread to (1, 42)
Grass (11, 49): Was created
Grass (11, 50): Spread to (11, 49)
Guarana (1, 39): Was created
Guarana (1, 40): Spread to (1, 39)
Guarana (2, 40): Was created
Guarana (2, 41): Spread to (2, 40)
Dandelion (18, 42): Was created
Dandelion (18, 41): Spread to (18, 42)
Grass (12, 51): Was created
Grass (11, 51): Spread to (12, 51)
Dandelion (13, 38): Was created
Dandelion (14, 38): Spread to (13, 38)
Dandelion (15, 34): Was created
Dandelion (16, 34): Spread to (15, 34)
Guarana (3, 40): Was created
Guarana (3, 41): Spread to (3, 40)
Grass (11, 53): Was created
Grass (11, 52): Spread to (11, 53)
Dandelion (14, 36): Was created
Dandelion (14, 37): Spread to (14, 36)
Dandelion (13, 37): Was created
Dandelion (14, 37): Spread to (13, 37)
Dandelion (18, 32): Was created
Dandelion (18, 33): Spread to (18, 32)
Dandelion (17, 42): Was created
Dandelion (16, 42): Spread to (17, 42)
-- Turn 20 --
Fox (2, 14): Moved to (2, 15)
Wolf (15, 12): Moved to (15, 13)
Sheep (2, 6): Moved to (1, 6)
Sheep (4, 1): Moved to (4, 0)
Antelope (12, 6): Moved to (12, 8)
Dandelion (15, 35): Was created
Dandelion (15, 36): Spread to (15, 35)
Grass (12, 49): Was created
Grass (12, 50): Spread to (12, 49)
Hogweed (18, 22): Was created
Hogweed (19, 22): Spread to (18, 22)
Dandelion (19, 33): Was created
Dandelion (19, 34): Spread to (19, 33)
Dandelion (18, 31): Was created
Dandelion (18, 32): Spread to (18, 31)
-- Turn 21 --
Fox (2, 15): Moved to (3, 15)
Wolf (15, 13): Moved to (15, 14)
Sheep (1, 6): Moved to (1, 7)
Sheep (4, 0): Moved to (4, 1)
Antelope (12, 8): Moved to (12, 6)
Grass (9, 50): Was created
Grass (10, 50): Spread to (9, 50)
Guarana (0, 42): Was created
Guarana (0, 41): Spread to (0, 42)
Dandelion (15, 33): Was created
Dandelion (16, 33): Spread to (15, 33)
Dandelion (14, 41): Was created
Dandelion (15, 41): Spread to (14, 41)
Grass (11, 48): Was created
Grass (11, 49): Spread to (11, 48)
Guarana (0, 39): Was created
Guarana (1, 39): Spread to (0, 39)
Dandelion (18, 43): Was created
Dandelion (18, 42): Spread to (18, 43)
Dandelion (12, 38): Was created
Dandelion (13, 38): Spread to (12, 38)
Dandelion (17, 32): Was created
Dandelion (18, 32): Spread to (17, 32)
Dandelion (17, 43): Was created
Dandelion (17, 42): Spread to (17, 43)
Dandelion (14, 35): Was created
Dandelion (15, 35): Spread to (14, 35)
Grass (12, 48): Was created
Grass (12, 49): Spread to (12, 48)
Hogweed (17, 22): Was created
Hogweed (18, 22): Spread to (17, 22)
-- Turn 22 --
Fox (3, 15): Moved to (3, 14)
Wolf (15, 14): Moved to (15, 13)
Sheep (1, 7): Moved to (2, 7)
Sheep (4, 1): Moved to (4, 2)
Antelope (12, 6): Moved to (12, 4)
Grass (13, 50): Was created
Grass (12, 50): Spread to (13, 50)
Dandelion (12, 39): Was created
Dandelion (13, 39): Spread to (12, 39)
Grass (12, 52): Was created
Grass (12, 51): Spread to (12, 52)
Guarana (3, 39): Was created
Guarana (3, 40): Spread to (3, 39)
Grass (13, 49): Was created
Grass (12, 49): Spread to (13, 49)
Dandelion (19, 32): Was created
Dandelion (19, 33): Spread to (19, 32)
Dandelion (17, 31): Was created
Dandelion (18, 31): Spread to (17, 31)
Dandelion (14, 42): Was created
Dandelion (14, 41): Spread to (14, 42)
Dandelion (12, 37): Was created
Dandelion (12, 38): Spread to (12, 37)
Dandelion (17, 44): Was created
Dandelion (17, 43): Spread to (17, 44)
Dandelion (14, 34): Was created
Dandelion (14, 35): Spread to (14, 34)
-- Turn 23 --
Fox (3, 14): Moved to (4, 14)
Wolf (15, 13): Moved to (15, 12)
Sheep (2, 7): Moved to (1, 7)
Sheep (4, 2): Moved to (4, 3)
Antelope (12, 4): Moved to (12, 6)
Hogweed (17, 24): Was created
Hogweed (18, 24): Spread to (17, 24)
Dandelion (19, 43): Was created
Dandelion (19, 42): Spread to (19, 43)
Guarana (4, 40): Was created
Guarana (3, 40): Spread to (4, 40)
Dandelion (13, 36): Was created
Dandelion (14, 36): Spread to (13, 36)
Dandelion (15, 32): Was created
Dandelion (15, 33): Spread to (15, 32)
Dandelion (16, 32): Was created
Dandelion (17, 32): Spread to (16, 32)
Dandelion (16, 43): Was created
Dandelion (17, 43): Spread to (16, 43)
Dandelion (17, 30): Was created
Dandelion (17, 31): Spread to (17, 30)
-- Turn 24 --
Fox (4, 14): Moved to (4, 15)
Wolf (15, 12): Moved to (16, 12)
Sheep (1, 7): Moved to (0, 7)
Sheep (4, 3): Moved to (4, 4)
Antelope (12, 6): Moved to (12, 8)
Deadly Nightshade (18, 20): Was created
Deadly Nightshade (19, 20): Spread to (18, 20)
Grass (10, 48): Was created
Grass (10, 49): Spread to (10, 48)
Dandelion (15, 42): Was created
Dandelion (16, 42): Spread to (15, 42)
Grass (13, 51): Was created
Grass (12, 51): Spread to (13, 51)
Hogweed (18, 21): Was created
Hogweed (18, 22): Spread to (18, 21)
Dandelion (13, 41): Was created
Dandelion (14, 41): Spread to (13, 41)
Grass (13, 48): Was created
Grass (12, 48): Spread to (13, 48)
Grass (14, 49): Was created
Grass (13, 49): Spread to (14, 49)
Dandelion (19, 31): Was created
Dandelion (19, 32): Spread to (19, 31)
Dandelion (16, 31): Was created
Dandelion (17, 31): Spread to (16, 31)
Dandelion (12, 36): Was created
Dandelion (12, 37): Spread to (12, 36)
Dandelion (18, 44): Was created
Dandelion (17, 44): Spread to (18, 44)
Dandelion (13, 34): Was created
Dandelion (14, 34): Spread to (13, 34)
Dandelion (13, 35): Was created
Dandelion (13, 36): Spread to (13, 35)
-- Turn 25 --
Fox (4, 15): Moved to (5, 15)
Wolf (16, 12): Moved to (17, 12)
Sheep (0, 7): Moved to (0, 6)
Sheep (4, 4): Moved to (4, 3)
Antelope (12, 8): Moved to (14, 8)
Grass (10, 52): Was created
Grass (11, 52): Spread to (10, 52)
Guarana (0, 38): Was created
Guarana (0, 39): Spread to (0, 38)
Dandelion (12, 40): Was created
Dandelion (12, 39): Spread to (12, 40)
Dandelion (16, 44): Was created
Dandelion (17, 44): Spread to (16, 44)
Dandelion (14, 33): Was created
Dandelion (14, 34): Spread to (14, 33)
Dandelion (15, 31): Was created
Dandelion (15, 32): Spread to (15, 31)
Dandelion (15, 43): Was created
Dandelion (16, 43): Spread to (15, 43)
Dandelion (16, 30): Was created
Dandelion (17, 30): Spread to (16, 30)
Dandelion (12, 41): Was created
Dandelion (13, 41): Spread to (12, 41)
Dandelion (12, 34): Was created
Dandelion (13, 34): Spread to (12, 34)
-- Turn 26 --
Fox (5, 15): Moved to (5, 14)
Wolf (17, 12): Moved to (16, 12)
Sheep (0, 6): Moved to (1, 6)
Sheep (4, 3): Moved to (4, 4)
Antelope (14, 8): Moved to (16, 8)
Turtle (1, 14): Moved to (1, 15)
Dandelion (18, 30): Was created
Dandelion (18, 31): Spread to (18, 30)
Dandelion (14, 43): Was created
Dandelion (14, 42): Spread to (14, 43)
Dandelion (17, 45): Was created
Dandelion (17, 44): Spread to (17, 45)
Guarana (4, 39): Was created
Guarana (4, 40): Spread to (4, 39)
Dandelion (14, 32): Was created
Dandelion (15, 32): Spread to (14, 32)
Grass (13, 52): Was created
Grass (13, 51): Spread to (13, 52)
Dandelion (13, 42): Was created
Dandelion (13, 41): Spread to (13, 42)
Dandelion (13, 33): Was created
Dandelion (13, 34): Spread to (13, 33)
Dandelion (15, 44): Was created
Dandelion (15, 43): Spread to (15, 44)
Dandelion (11, 34): Was created
Dandelion (12, 34): Spread to (11, 34)
-- Turn 27 --
Fox (5, 14): Moved to (6, 14)
Wolf (16, 12): Moved to (16, 13)
Sheep (1, 6): Moved to (1, 5)
Sheep (4, 4): Moved to (3, 4)
Antelope (16, 8): Moved to (16, 6)
Grass (10, 51): Was created
Grass (11, 51): Spread to (10, 51)
Dandelion (13, 40): Was created
Dandelion (13, 39): Spread to (13, 40)
Grass (11, 47): Was created
Grass (11, 48): Spread to (11, 47)
Grass (9, 48): Was created
Grass (10, 48): Spread to (9, 48)
Dandelion (19, 30): Was created
Dandelion (19, 31): Spread to (19, 30)
Dandelion (11, 40): Was created
Dandelion (12, 40): Spread to (11, 40)
Dandelion (16, 29): Was created
Dandelion (16, 30): Spread to (16, 29)
Dandelion (11, 41): Was created
Dandelion (12, 41): Spread to (11, 41)
Dandelion (13, 32): Was created
Dandelion (14, 32): Spread to (13, 32)
-- Turn 28 --
Fox (6, 14): Moved to (5, 14)
Wolf (16, 13): Moved to (15, 13)
Sheep (1, 5): Moved to (1, 4)
Sheep (3, 4): Moved to (2, 4)
Antelope (16, 6): Moved to (16, 8)
Turtle (1, 15): Moved to (0, 15)
Grass (12, 53): Was created
Grass (12, 52): Spread to (12, 53)
Dandelion (19, 44): Was created
Dandelion (19, 43): Spread to (19, 44)
Dandelion (18, 45): Was created
Dandelion (18, 44): Spread to (18, 45)
Dandelion (12, 42): Was created
Dandelion (12, 41): Spread to (12, 42)
Dandelion (13, 43): Was created
Dandelion (13, 42): Spread to (13, 43)
Dandelion (15, 45): Was created
Dandelion (15, 44): Spread to (15, 45)
Grass (9, 47): Was created
Grass (9, 48): Spread to (9, 47)
Dandelion (11, 42): Was created
Dandelion (11, 41): Spread to (11, 42)
-- Turn 29 --
Fox (5, 14): Moved to (6, 14)
Wolf (15, 13): Moved to (16, 13)
Sheep (1, 4): Moved to (0, 4)
Sheep (2, 4): Moved to (2, 3)
Antelope (16, 8): Moved to (16, 10)
Deadly Nightshade (18, 19): Was created
Deadly Nightshade (19, 19): Spread to (18, 19)
Dandelion (11, 38): Was created
Dandelion (12, 38): Spread to (11, 38)
Hogweed (16, 22): Was created
Hogweed (17, 22): Spread to (16, 22)
Guarana (3, 38): Was created
Guarana (3, 39): Spread to (3, 38)
Grass (14, 48): Was created
Grass (13, 48): Spread to (14, 48)
Dandelion (12, 35): Was created
Dandelion (13, 35): Spread to (12, 35)
Dandelion (15, 30): Was created
Dandelion (15, 31): Spread to (15, 30)
Dandelion (14, 44): Was created
Dandelion (14, 43): Spread to (14, 44)
Dandelion (16, 45): Was created
Dandelion (17, 45): Spread to (16, 45)
Dandelion (12, 32): Was created
Dandelion (13, 32): Spread to (12, 32)
-- Turn 30 --
Fox (6, 14): Moved to (7, 14)
Wolf (16, 13): Moved to (15, 13)
Sheep (0, 4): Moved to (1, 4)
Sheep (2, 3): Moved to (2, 4)
Antelope (16, 10): Moved to (14, 10)
Turtle (0, 15): Moved to (0, 16)
Hogweed (17, 23): Was created
Hogweed (17, 22): Spread to (17, 23)
Dandelion (11, 39): Was created
Dandelion (12, 39): Spread to (11, 39)
Guarana (4, 41): Was created
Guarana (4, 40): Spread to (4, 41)
Grass (14, 51): Was created
Grass (13, 51): Spread to (14, 51)
Grass (9, 52): Was created
Grass (10, 52): Spread to (9, 52)
Dandelion (10, 41): Was created
Dandelion (11, 41): Spread to (10, 41)
Grass (9, 46): Was created
Grass (9, 47): Spread to (9, 46)
Dandelion (10, 42): Was created
Dandelion (11, 42): Spread to (10, 42)
Dandelion (11, 35): Was created
Dandelion (12, 35): Spread to (11, 35)
Dandelion (11, 32): Was created
Dandelion (12, 32): Spread to (11, 32)
-- Turn 31 --
Fox (7, 14): Moved to (7, 13)
Wolf (15, 13): Moved to (15, 12)
Sheep (0, 4): Was created
Sheep (1, 4): Reproduce with Sheep (2, 4)
Sheep (2, 4): Moved to (2, 5)
Antelope (14, 10): Moved to (14, 8)
Dandelion (17, 29): Was created
Dandelion (17, 30): Spread to (17, 29)
Hogweed (17, 21): Was created
Hogweed (18, 21): Spread to (17, 21)
Dandelion (14, 31): Was created
Dandelion (15, 31): Spread to (14, 31)
Dandelion (17, 46): Was created
Dandelion (17, 45): Spread to (17, 46)
Dandelion (11, 33): Was created
Dandelion (11, 34): Spread to (11, 33)
Dandelion (19, 29): Was created
Dandelion (19, 30): Spread to (19, 29)
Dandelion (13, 31): Was created
Dandelion (13, 32): Spread to (13, 31)
Dandelion (12, 43): Was created
Dandelion (12, 42): Spread to (12, 43)
Dandelion (13, 44): Was created
Dandelion (13, 43): Spread to (13, 44)
Dandelion (15, 46): Was created
Dandelion (15, 45): Spread to (15, 46)
Dandelion (15, 29): Was created
Dandelion (15, 30): Spread to (15, 29)
Dandelion (9, 42): Was created
Dandelion (10, 42): Spread to (9, 42)
Dandelion (11, 36): Was created
Dandelion (11, 35): Spread to (11, 36)
-- Turn 32 --
Fox (7, 13): Moved to (8, 13)
Wolf (15, 12): Moved to (15, 11)
Sheep (1, 4): Moved to (1, 3)
Sheep (2, 5): Moved to (3, 5)
Antelope (14, 8): Moved to (14, 10)
Sheep (0, 4): Moved to (1, 4)
Guarana (3, 42): Was created
Guarana (3, 41): Spread to (3, 42)
Grass (9, 51): Was created
Grass (9, 50): Spread to (9, 51)
Guarana (2, 39): Was created
Guarana (3, 39): Spread to (2, 39)
Dandelion (11, 37): Was created
Dandelion (12, 37): Spread to (11, 37)
Grass (13, 47): Was created
Grass (13, 48): Spread to (13, 47)
Grass (10, 53): Was created
Grass (10, 52): Spread to (10, 53)
Dandelion (12, 33): Was created
Dandelion (13, 33): Spread to (12, 33)
Dandelion (16, 28): Was created
Dandelion (16, 29): Spread to (16, 28)
Dandelion (19, 45): Was created
Dandelion (18, 45): Spread to (19, 45)
Dandelion (11, 43): Was created
Dandelion (11, 42): Spread to (11, 43)
Dandelion (10, 38): Was created
Dandelion (11, 38): Spread to (10, 38)
Grass (14, 52): Was created
Grass (14, 51): Spread to (14, 52)
Dandelion (10, 43): Was created
Dandelion (10, 42): Spread to (10, 43)
Dandelion (11, 31): Was created
Dandelion (11, 32): Spread to (11, 31)
Dandelion (10, 33): Was created
Dandelion (11, 33): Spread to (10, 33)
-- Turn 33 --
Fox (8, 13): Moved to (9, 13)
Wolf (15, 11): Moved to (16, 11)
Sheep (1, 3): Moved to (1, 2)
Sheep (3, 5): Moved to (4, 5)
Antelope (14, 10): Moved to (14, 8)
Sheep (1, 4): Moved to (0, 4)
Guarana (2, 42): Was created
Guarana (2, 41): Spread to (2, 42)
Guarana (1, 38): Was created
Guarana (1, 39): Spread to (1, 38)
Grass (11, 54): Was created
Grass (11, 53): Spread to (11, 54)
Guarana (1, 43): Was created
Guarana (1, 42): Spread to (1, 43)
Guarana (5, 40): Was created
Guarana (4, 40): Spread to (5, 40)
Dandelion (10, 34): Was created
Dandelion (11, 34): Spread to (10, 34)
Grass (8, 47): Was created
Grass (9, 47): Spread to (8, 47)
Grass (14, 47): Was created
Grass (14, 48): Spread to (14, 47)
Dandelion (14, 45): Was created
Dandelion (14, 44): Spread to (14, 45)
Dandelion (10, 39): Was created
Dandelion (11, 39): Spread to (10, 39)
Dandelion (16, 46): Was created
Dandelion (17, 46): Spread to (16, 46)
Dandelion (12, 44): Was created
Dandelion (12, 43): Spread to (12, 44)
Dandelion (15, 47): Was created
Dandelion (15, 46): Spread to (15, 47)
Dandelion (10, 36): Was created
Dandelion (11, 36): Spread to (10, 36)
-- Turn 34 --
Fox (9, 13): Moved to (10, 13)
Wolf (16, 11): Moved to (15, 11)
Sheep (1, 2): Moved to (2, 2)
Sheep (4, 5): Moved to (3, 5)
Antelope (14, 8): Moved to (16, 8)
Sheep (0, 4): Moved to (0, 5)
Guarana (0, 43): Was created
Guarana (0, 42): Spread to (0, 43)
Grass (9, 49): Was created
Grass (9, 50): Spread to (9, 49)
Dandelion (18, 46): Was created
Dandelion (18, 45): Spread to (18, 46)
Grass (10, 47): Was created
Grass (9, 47): Spread to (10, 47)
Grass (13, 53): Was created
Grass (12, 53): Spread to (13, 53)
Dandelion (9, 41): Was created
Dandelion (10, 41): Spread to (9, 41)
Dandelion (17, 28): Was created
Dandelion (17, 29): Spread to (17, 28)
Dandelion (14, 30): Was created
Dandelion (14, 31): Spread to (14, 30)
Dandelion (19, 28): Was created
Dandelion (19, 29): Spread to (19, 28)
Dandelion (13, 45): Was created
Dandelion (13, 44): Spread to (13, 45)
Grass (8, 51): Was created
Grass (9, 51): Spread to (8, 51)
Dandelion (10, 37): Was created
Dandelion (11, 37): Spread to (10, 37)
Dandelion (9, 33): Was created
Dandelion (10, 33): Spread to (9, 33)
Dandelion (14, 46): Was created
Dandelion (14, 45): Spread to (14, 46)
Dandelion (16, 47): Was created
Dandelion (16, 46): Spread to (16, 47)
Dandelion (12, 45): Was created
Dandelion (12, 44): Spread to (12, 45)
Dandelion (9, 36): Was created
Dandelion (10, 36): Spread to (9, 36)
-- Turn 35 --
Fox (10, 13): Moved to (9, 13)
Wolf (15, 11): Moved to (15, 12)
Sheep (2, 2): Moved to (2, 3)
Sheep (3, 5): Moved to (3, 6)
Antelope (16, 8): Moved to (14, 8)
Sheep (0, 5): Moved to (0, 4)
Hogweed (19, 26): Was created
Hogweed (19, 25): Spread to (19, 26)
Grass (12, 47): Was created
Grass (12, 48): Spread to (12, 47)
Grass (8, 50): Was created
Grass (9, 50): Spread to (8, 50)
Grass (15, 48): Was created
Grass (14, 48): Spread to (15, 48)
Guarana (5, 41): Was created
Guarana (4, 41): Spread to (5, 41)
Grass (8, 46): Was created
Grass (9, 46): Spread to (8, 46)
Dandelion (9, 38): Was created
Dandelion (10, 38): Spread to (9, 38)
Grass (14, 53): Was created
Grass (14, 52): Spread to (14, 53)
Guarana (2, 38): Was created
Guarana (1, 38): Spread to (2, 38)
Dandelion (10, 35): Was created
Dandelion (10, 34): Spread to (10, 35)
-- Turn 36 --
Fox (9, 13): Moved to (8, 13)
Wolf (15, 12): Moved to (15, 11)
Sheep (2, 3): Moved to (2, 2)
Sheep (3, 6): Moved to (3, 5)
Antelope (14, 8): Moved to (16, 8)
Sheep (0, 4): Moved to (1, 4)
Turtle (0, 16): Moved to (1, 16)
Hogweed (16, 24): Was created
Hogweed (17, 24): Spread to (16, 24)
Guarana (0, 37): Was created
Guarana (0, 38): Spread to (0, 37)
Guarana (3, 37): Was created
Guarana (3, 38): Spread to (3, 37)
Guarana (4, 42): Was created
Guarana (4, 41): Spread to (4, 42)
Grass (9, 45): Was created
Grass (9, 46): Spread to (9, 45)
Hogweed (16, 21): Was created
Hogweed (17, 21): Spread to (16, 21)
Dandelion (17, 47): Was created
Dandelion (17, 46): Spread to (17, 47)
Dandelion (9, 43): Was created
Dandelion (9, 42): Spread to (9, 43)
Grass (9, 53): Was created
Grass (10, 53): Spread to (9, 53)
Dandelion (16, 27): Was created
Dandelion (16, 28): Spread to (16, 27)
Dandelion (11, 44): Was created
Dandelion (11, 43): Spread to (11, 44)
Dandelion (10, 44): Was created
Dandelion (10, 43): Spread to (10, 44)
Guarana (2, 43): Was created
Guarana (2, 42): Spread to (2, 43)
Guarana (1, 37): Was created
Guarana (1, 38): Spread to (1, 37)
Dandelion (19, 46): Was created
Dandelion (18, 46): Spread to (19, 46)
Dandelion (17, 27): Was created
Dandelion (17, 28): Spread to (17, 27)
Dandelion (18, 28): Was created
Dandelion (17, 28): Spread to (18, 28)
Dandelion (9, 39): Was created
Dandelion (9, 38): Spread to (9, 39)
-- Turn 37 --
Fox (8, 13): Moved to (8, 12)
Wolf (15, 11): Moved to (15, 12)
Sheep (2, 2): Moved to (2, 1)
Sheep (3, 5): Moved to (4, 5)
Antelope (16, 8): Moved to (18, 8)
Sheep (1, 4): Moved to (1, 3)
Dandelion (18, 29): Was created
Dandelion (17, 29): Spread to (18, 29)
Dandelion (8, 42): Was created
Dandelion (9, 42): Spread to (8, 42)
Grass (11, 55): Was created
Grass (11, 54): Spread to (11, 55)
Dandelion (19, 27): Was created
Dandelion (19, 28): Spread to (19, 27)
Dandelion (9, 37): Was created
Dandelion (10, 37): Spread to (9, 37)
Dandelion (18, 47): Was created
Dandelion (17, 47): Spread to (18, 47)
Dandelion (8, 43): Was created
Dandelion (9, 43): Spread to (8, 43)
-- Turn 38 --
Fox (8, 12): Moved to (8, 13)
Wolf (15, 12): Moved to (15, 11)
Sheep (2, 1): Moved to (1, 1)
Sheep (4, 5): Moved to (5, 5)
Antelope (18, 8): Moved to (18, 6)
Sheep (1, 3): Moved to (0, 3)
Turtle (1, 16): Moved to (1, 15)
Hogweed (17, 25): Was created
Hogweed (17, 24): Spread to (17, 25)
Dandelion (10, 40): Was created
Dandelion (11, 40): Spread to (10, 40)
Grass (12, 54): Was created
Grass (12, 53): Spread to (12, 54)
Grass (8, 52): Was created
Grass (9, 52): Spread to (8, 52)
Dandelion (10, 32): Was created
Dandelion (11, 32): Spread to (10, 32)
Hogweed (18, 26): Was created
Hogweed (19, 26): Spread to (18, 26)
Grass (12, 46): Was created
Grass (12, 47): Spread to (12, 46)
Grass (16, 48): Was created
Grass (15, 48): Spread to (16, 48)
Guarana (2, 37): Was created
Guarana (2, 38): Spread to (2, 37)
Dandelion (17, 48): Was created
Dandelion (17, 47): Spread to (17, 48)
Dandelion (11, 45): Was created
Dandelion (11, 44): Spread to (11, 45)
Dandelion (9, 44): Was created
Dandelion (10, 44): Spread to (9, 44)
Dandelion (19, 47): Was created
Dandelion (19, 46): Spread to (19, 47)
Dandelion (7, 43): Was created
Dandelion (8, 43): Spread to (7, 43)
-- Turn 39 --
Fox (8, 13): Moved to (9, 13)
Wolf (15, 11): Moved to (15, 10)
Sheep (1, 1): Moved to (1, 2)
Sheep (5, 5): Moved to (4, 5)
Antelope (18, 6): Moved to (18, 4)
Sheep (0, 3): Moved to (0, 4)
Guarana (4, 38): Was created
Guarana (3, 38): Spread to (4, 38)
Deadly Nightshade (18, 18): Was created
Deadly Nightshade (18, 19): Spread to (18, 18)
Hogweed (17, 20): Was created
Hogweed (17, 21): Spread to (17, 20)
Dandelion (14, 29): Was created
Dandelion (15, 29): Spread to (14, 29)
Grass (15, 52): Was created
Grass (14, 52): Spread to (15, 52)
Dandelion (10, 31): Was created
Dandelion (11, 31): Spread to (10, 31)
Dandelion (9, 34): Was created
Dandelion (10, 34): Spread to (9, 34)
Grass (8, 49): Was created
Grass (9, 49): Spread to (8, 49)
Grass (13, 54): Was created
Grass (13, 53): Spread to (13, 54)
Dandelion (9, 40): Was created
Dandelion (9, 41): Spread to (9, 40)
Dandelion (8, 41): Was created
Dandelion (9, 41): Spread to (8, 41)
Grass (7, 51): Was created
Grass (8, 51): Spread to (7, 51)
Grass (8, 45): Was created
Grass (8, 46): Spread to (8, 45)
Dandelion (9, 35): Was created
Dandelion (10, 35): Spread to (9, 35)
Grass (10, 45): Was created
Grass (9, 45): Spread to (10, 45)
Dandelion (15, 27): Was created
Dandelion (16, 27): Spread to (15, 27)
Dandelion (18, 27): Was created
Dandelion (19, 27): Spread to (18, 27)
Hogweed (17, 26): Was created
Hogweed (18, 26): Spread to (17, 26)
Grass (16, 49): Was created
Grass (16, 48): Spread to (16, 49)
-- Turn 40 --
Fox (9, 13): Moved to (10, 13)
Wolf (15, 10): Moved to (14, 10)
Sheep (1, 2): Moved to (1, 1)
Sheep (4, 5): Moved to (4, 6)
Antelope (18, 4): Moved to (18, 6)
Sheep (0, 4): Moved to (0, 5)
Guarana (0, 44): Was created
Guarana (0, 43): Spread to (0, 44)
Dandelion (13, 46): Was created
Dandelion (13, 45): Spread to (13, 46)
Dandelion (8, 33): Was created
Dandelion (9, 33): Spread to (8, 33)
Dandelion (8, 38): Was created
Dandelion (9, 38): Spread to (8, 38)
Guarana (0, 36): Was created
Guarana (0, 37): Spread to (0, 36)
Guarana (4, 43): Was created
Guarana (4, 42): Spread to (4, 43)
Dandelion (16, 26): Was created
Dandelion (16, 27): Spread to (16, 26)
Dandelion (7, 42): Was created
